URL,タイトル,PV90d,sessions,判定,分類
https://m.firekids.jp/hd_5054_0140_01s_pr2_cmjn/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,1,1,D: 非公開候補,ニュース
https://m.firekids.jp/gblt996_caseback_rgb/,世界で30本のみ。クレドール50周年を記念した瑠璃金彩の磁器ダイヤル『叡智Ⅱ』限定モデル – FIREKIDS MAGAZINE,1,1,D: 非公開候補,ニュース
https://m.firekids.jp/web/,300本限定。ピアジェより150周年記念42mm・36mmモデル『ピアジェ ポロ デイト』が登場 – FIREKIDS MAGAZINE,2,1,D: 非公開候補,ニュース
https://m.firekids.jp/mda_ttts_mof_2405a-000g-h021_4/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,2,1,D: 非公開候補,ニュース
https://m.firekids.jp/1-omega_522-30-43-51-02-001/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/stacked-from-41-images-methodb-r7s3/,ウブロより年に1度の特別モデル『クラシック・フュージョン エッセンシャル グレー』がオンライン限定で登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/00/686/,【インスタグラム・ライブ掲載14】2022.7.31　粒揃いのモデルが並ぶオメガからは、あのファーストムーンウォッチが登場！キャタピラーブレス付きの希少モデルは必見 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/hublot_classic-fusion-essential-grey-511-nx-5610-nr-hec24-542-nx-5610-nr-hec24-ls-horizontal-original/,ウブロより年に1度の特別モデル『クラシック・フュージョン エッセンシャル グレー』がオンライン限定で登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/sub9/,300本限定。ピアジェより150周年記念42mm・36mmモデル『ピアジェ ポロ デイト』が登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/2400a_000r_h024_still_duo/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/5525-caseback/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/sub1-2/,300本限定。ピアジェより150周年記念42mm・36mmモデル『ピアジェ ポロ デイト』が登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/aq4100-57m_kv/,世界限定250本。The CITIZENより年差±5秒の新作モデルが登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/00/544/,【インスタグラム・ライブ掲載18】2022.8.10　野村店長のオススメ3選 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/tis-adv-pr100-tdf-product-kv-16-9/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/2400a_000g_h023_still/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,2,2,D: 非公開候補,ニュース
https://m.firekids.jp/2400a_000r_h024_2400a_000g_h023_still_quatuor/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,3,2,D: 非公開候補,ニュース
https://m.firekids.jp/2400a_000r_h024_lifestyle/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/jpg-t150_417_11_051_01_set/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/aq4100-57m_img01/,世界限定250本。The CITIZENより年差±5秒の新作モデルが登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/_24a0109/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/main-5/,タグ・ホイヤーとホディンキー3度目のコラボレーションで名作「シーファーラー」が復刻 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/sub1-5/,世界で50本のみ。ブライトリングよりアイスグレーの日本限定モデルが登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/_24a0277/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/pam01579_det_01_c/,パネライより300m防水の新作『サブマーシブル ルナ・ロッサ』が登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/jpg-t150_417_11_051_01_1/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,3,3,D: 非公開候補,ニュース
https://m.firekids.jp/tis-adv-pr100-tdf-product-kv-red-16-9/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,4,2,D: 非公開候補,ニュース
https://m.firekids.jp/beautiful-designed-swimming-pool-with-transparent-blue-water-and-white-marble-luxury-floor-sport-recreation-and-background-photo/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,4,2,D: 非公開候補,ニュース
https://m.firekids.jp/5515_5525/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,4,2,D: 非公開候補,ニュース
https://m.firekids.jp/seiko_sdka019_a/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,4,2,D: 非公開候補,ニュース
https://m.firekids.jp/sub2-2/,世界で50本のみ。ブライトリングよりアイスグレーの日本限定モデルが登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/3-omega_522-60-43-51-02-001/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/jpg-t150_417_11_051_00_detail-1/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/hublot_classic-fusion-essential-grey-542-nx-5610-nr-hec24-ls-horizontal-original/,ウブロより年に1度の特別モデル『クラシック・フュージョン エッセンシャル グレー』がオンライン限定で登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/lens-position-3972/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/5525_a/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/main-8/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/main-6/,世界で50本のみ。ブライトリングよりアイスグレーの日本限定モデルが登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/5515-caseback/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/nb6026-56l_b_shot/,『シチズン プロマスター』より35周年記念の限定モデル第一弾・メカニカル ダイバー200mが登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/seiko_1969_original/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/_24a0028/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/jpg-t150_417_11_051_00_1/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/aq4100-57m_img02/,世界限定250本。The CITIZENより年差±5秒の新作モデルが登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/hublot_classic-fusion-essential-grey-511-nx-5610-nr-hec24-pr-hr-b-digital-original/,ウブロより年に1度の特別モデル『クラシック・フュージョン エッセンシャル グレー』がオンライン限定で登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/sub7/,300本限定。ピアジェより150周年記念42mm・36mmモデル『ピアジェ ポロ デイト』が登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/pam01579/,パネライより300m防水の新作『サブマーシブル ルナ・ロッサ』が登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/2400a_000g_h023_still_duo/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/main-4/,300本限定。ピアジェより150周年記念42mm・36mmモデル『ピアジェ ポロ デイト』が登場 – FIREKIDS MAGAZINE,4,3,D: 非公開候補,ニュース
https://m.firekids.jp/gblt996_a_rgb/,世界で30本のみ。クレドール50周年を記念した瑠璃金彩の磁器ダイヤル『叡智Ⅱ』限定モデル – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/prm-marine_35th_kv/,『シチズン プロマスター』より35周年記念の限定モデル第一弾・メカニカル ダイバー200mが登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/sub5-4/,タグ・ホイヤーとホディンキー3度目のコラボレーションで名作「シーファーラー」が復刻 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/sub1-7/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/seiko_sdka021_a/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/seiko_sdka017_a/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/sub1-4/,タグ・ホイヤーとホディンキー3度目のコラボレーションで名作「シーファーラー」が復刻 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/p900/,パネライより300m防水の新作『サブマーシブル ルナ・ロッサ』が登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/sub2-3/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/sub1-6/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/mda_ttts_mof_2400a-000r-h024_7/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/sub2/,タグ・ホイヤーとホディンキー3度目のコラボレーションで名作「シーファーラー」が復刻 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/2400a-000r-h024_v/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/1-omega_522-60-43-51-02-001/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/pam01579_det_03_b/,パネライより300m防水の新作『サブマーシブル ルナ・ロッサ』が登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/5515_a/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/seiko_sdka023_c/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/nb6026-56l_img03/,『シチズン プロマスター』より35周年記念の限定モデル第一弾・メカニカル ダイバー200mが登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/hd_5054_0140_01s_pr_profil_couronne_cmjn/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/jpg-t150_417_11_051_00_set/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/4-omega_522-30-43-51-02-001/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/5054_0153_01s_pr_rgb/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/xxl_5054_0140_01s_pr_cmjn/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/stacked-from-9-images-methodb-r8s4/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/main-7/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,4,4,D: 非公開候補,ニュース
https://m.firekids.jp/00/725/,【インスタグラム・ライブ掲載13】2022.7.27　アンティークウォッチの悪いところを語るセッション。欠点も愛おしくなるのが、アンティーク好き！ – FIREKIDS MAGAZINE,6,5,D: 非公開候補,ニュース
https://m.firekids.jp/00/4888/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,8,5,D: 非公開候補,ニュース
https://m.firekids.jp/00/785/,【インスタグラム・ライブ掲載8　2022.7.3　もっとも資産価値の高いブランド、ロレックスを50本以上在庫する、ファイアーキッズならではのオススメ3本！ – FIREKIDS MAGAZINE,8,7,D: 非公開候補,ニュース
https://m.firekids.jp/00/4016/,ブライトリングより気球の一部を使用した『エアロスペース B70 オービター』記念モデルが登場 – FIREKIDS MAGAZINE,8,8,D: 非公開候補,ニュース
https://m.firekids.jp/00/810/,【インスタグラム・ライブ掲載6】2022.6.29　40年代のユニバーサルジュネーブ『ユニコンパックス』は、機械が大きく、インダイヤルのバランスが抜群だ！ – FIREKIDS MAGAZINE,10,7,D: 非公開候補,ニュース
https://m.firekids.jp/00/4367/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,12,11,C: 統合候補,ニュース
https://m.firekids.jp/00/5480/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,14,9,C: 統合候補,ニュース
https://m.firekids.jp/00/4753/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,16,8,C: 統合候補,ニュース
https://m.firekids.jp/00/2308/,70年代のアイコンウォッチを新素材と組み合わせ再解釈した新作『ティソ シデラル』 – FIREKIDS MAGAZINE,16,12,C: 統合候補,ニュース
https://m.firekids.jp/00/4020/,ブランパンがRG・チタンの新モデル『フィフティ ファゾムス オートマティック』を発表 – FIREKIDS MAGAZINE,18,12,C: 統合候補,ニュース
https://m.firekids.jp/00/883/,【インスタグラム・ライブ再掲載2】2022.6.8 無駄な機能がついている格好良さ。男が一度は憧れるパイロット気分になれる、ブライトリング『ナビタイマー』 – FIREKIDS MAGAZINE,19,11,C: 統合候補,ニュース
https://m.firekids.jp/00/6682/,クレドールにもあった！ジェンタデザインの復刻モデルに新色 – FIREKIDS MAGAZINE,20,11,C: 統合候補,ニュース
https://m.firekids.jp/00/8570/,カルティエとCal.78-1｜タンクやオーガニックウッドに搭載された手巻きムーブメントの魅力 – FIREKIDS MAGAZINE,20,12,C: 統合候補,ニュース
https://m.firekids.jp/00/927/,【インスタグラム・ライブ再掲載1】2022.5.31　ロレックス『デイトジャスト』は、誰がつけても、どんな服装でつけても格好いいという、一番使いやすいモデルです。 – FIREKIDS MAGAZINE,21,14,C: 統合候補,ニュース
https://m.firekids.jp/00/4189/,伊勢丹新宿店 本館「オメガブティック」と「A.ランゲ&ゾーネ ブティック」がリニューアルオープン – FIREKIDS MAGAZINE,22,10,C: 統合候補,ニュース
https://m.firekids.jp/00/849/,【インスタグラム・ライブ掲載4】2022.6.22　西ドイツ限定の『スピードマスター』は、一見ポルシェデザインのような、らしくないデザインのレアモデル – FIREKIDS MAGAZINE,22,13,C: 統合候補,ニュース
https://m.firekids.jp/00/5507/,世界で50本のみ。ブライトリングよりアイスグレーの日本限定モデルが登場 – FIREKIDS MAGAZINE,22,13,C: 統合候補,ニュース
https://m.firekids.jp/00/817/,【インスタグラム・ライブ掲載5】2022.6.26 腕時計を選ぶ時は、ショップで腕に乗せると合う合わないがよくわかる 出演＝野村一成（店長） – FIREKIDS MAGAZINE,22,14,C: 統合候補,ニュース
https://m.firekids.jp/00/4355/,パネライより300m防水の新作『サブマーシブル ルナ・ロッサ』が登場 – FIREKIDS MAGAZINE,22,15,C: 統合候補,ニュース
https://m.firekids.jp/00/5471/,世界限定250本。The CITIZENより年差±5秒の新作モデルが登場 – FIREKIDS MAGAZINE,24,17,C: 統合候補,ニュース
https://m.firekids.jp/00/5504/,タグ・ホイヤーとホディンキー3度目のコラボレーションで名作「シーファーラー」が復刻 – FIREKIDS MAGAZINE,25,17,C: 統合候補,ニュース
https://m.firekids.jp/00/4900/,ウブロより年に1度の特別モデル『クラシック・フュージョン エッセンシャル グレー』がオンライン限定で登場 – FIREKIDS MAGAZINE,25,17,C: 統合候補,ニュース
https://m.firekids.jp/00/557/,【インスタグラム・ライブ掲載17】2022.8.17　スーツを着た時にキマるアンティークウォッチの初級、中級、上級編は、総じて上品なデザインが特徴だ – FIREKIDS MAGAZINE,25,21,C: 統合候補,ニュース
https://m.firekids.jp/00/4181/,ティソが直営店を伊勢丹新宿店 本館にオープン。ウォッチケアキットを数量限定プレゼント – FIREKIDS MAGAZINE,28,14,C: 統合候補,ニュース
https://m.firekids.jp/00/5549/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,28,16,C: 統合候補,ニュース
https://m.firekids.jp/00/793/,【インスタグラム・ライブ掲載7】2022.7.3　ファイアーキッズでもっとも古い1920年代製！リューズのない腕時計、ハーウッド – FIREKIDS MAGAZINE,32,22,B: 強化候補,ニュース
https://m.firekids.jp/00/4170/,250点限定モデルも。ブライトリングが新作「ナビタイマー」と「コスモノート」を発表 – FIREKIDS MAGAZINE,34,20,B: 強化候補,ニュース
https://m.firekids.jp/00/647/,【インスタグラム・ライブ掲載16】2022.8.07　スタッフが「自分へのご褒美に」よ選んだ時計3本は、1950年代以前のアラビアインデックスだった – FIREKIDS MAGAZINE,34,20,B: 強化候補,ニュース
https://m.firekids.jp/00/4384/,300本限定。ピアジェより150周年記念42mm・36mmモデル『ピアジェ ポロ デイト』が登場 – FIREKIDS MAGAZINE,35,21,B: 強化候補,ニュース
https://m.firekids.jp/00/7216/,創業160周年を迎えたゼニスが復活させた伝説のムーブメント搭載モデルが登場 – FIREKIDS MAGAZINE,36,27,B: 強化候補,ニュース
https://m.firekids.jp/00/6038/,チューダーの新作『ブラックベイ クロノ“ブルー”』は2モデルの要素を受け継いでいる – FIREKIDS MAGAZINE,38,26,B: 強化候補,ニュース
https://m.firekids.jp/00/4587/,『シチズン プロマスター』より35周年記念の限定モデル第一弾・メカニカル ダイバー200mが登場 – FIREKIDS MAGAZINE,40,26,B: 強化候補,ニュース
https://m.firekids.jp/00/6618/,オメガシーマスターの新作は2026年ミラノ・コルティナ冬季五輪の記念モデル – FIREKIDS MAGAZINE,46,27,B: 強化候補,ニュース
https://m.firekids.jp/00/4599/,アイコニックなドレスウォッチ。キングセイコー新シリーズ『KS1969』と100周年記念モデルを発表 – FIREKIDS MAGAZINE,48,27,B: 強化候補,ニュース
https://m.firekids.jp/00/6922/,ディズニーから万博記念モデルまで。他人と被らないユニークな国産時計 – FIREKIDS MAGAZINE,50,29,B: 強化候補,ニュース
https://m.firekids.jp/00/4740/,ティソの代表的コレクション『R100』を再考。2つスポーツエディションが登場 – FIREKIDS MAGAZINE,56,31,B: 強化候補,ニュース
https://m.firekids.jp/00/7184/,ジャガー・ルクルトの定番最新作は普遍のエレガンス！ – FIREKIDS MAGAZINE,56,32,B: 強化候補,ニュース
https://m.firekids.jp/00/975/,【今月の1本】中根啓太（管理部） バリエーション豊かな、名機搭載のクロノグラフモデル、チューダー『クロノタイム』 – FIREKIDS MAGAZINE,59,36,B: 強化候補,ニュース
https://m.firekids.jp/00/4399/,世界で30本のみ。クレドール50周年を記念した瑠璃金彩の磁器ダイヤル『叡智Ⅱ』限定モデル – FIREKIDS MAGAZINE,72,46,B: 強化候補,ニュース
